Plant Code,NAME,TYPE,COAL_USED,NGAS_USED,OIL_USED,ADDRESS,CITY,STATE,ZIP,COUNTRY,lat,long,TYPE_Clear,TYPE_Clear_2,group
10504,AMALGAMATED SUGAR TWIN FALLS,CONVENTIONAL STEAM COAL,71349,1281711,0,2320 ORCHARD DRIVE EAST,TWIN FALLS,ID,83301,USA,42.53254853,-114.4320222,COAL,COAL/GAS,FOSSIL
56566,CASTLE CREEK HYDROPLANT,CONVENTIONAL HYDROELECTRIC,0,0,0,1080 POWER PLANT ROAD,ASPEN,CO,81611,USA,39.19500756,-106.8350436,HYDRO,HYDRO,HYDRO
7458,RUEDI,CONVENTIONAL HYDROELECTRIC,0,0,0,14151 FRYING PAN ROAD,ASPEN,CO,81611,USA,39.36311277,-106.8219412,HYDRO,HYDRO,HYDRO
6204,LARAMIE RIVER STATION,CONVENTIONAL STEAM COAL,6043605,0,37956,HWY 320,WHEATLAND,WY,82201,USA,42.10905994,-104.8838832,COAL,COAL/PET,FOSSIL
8028,ARVADA,NATURAL GAS FIRED COMBUSTION TURBINE,0,2492,0,HWY 14,ARVADA,WY,82831,USA,44.69377572,-105.9777173,GAS,GAS,FOSSIL
8026,HARTZOG,NATURAL GAS FIRED COMBUSTION TURBINE,0,6018,0,HWY 50,WRIGHT,WY,82732,USA,43.77335372,-105.7808059,GAS,GAS,FOSSIL
8030,BARBER CREEK,NATURAL GAS FIRED COMBUSTION TURBINE,0,2024,0,INTERSTATE 90,GILLETTE,WY,82718,USA,44.16833378,-105.8914217,GAS,GAS,FOSSIL
56606,CULBERTSON GENERATION STATION,NATURAL GAS FIRED COMBUSTION TURBINE,0,1033610,0,HWY 16,CULBERTSON,MT,59218,USA,48.21018107,-104.3918006,GAS,GAS,FOSSIL
55866,BASIN CREEK PLANT,NATURAL GAS INTERNAL COMBUSTION ENGINE,0,845257,0,500 NILS DRIVE,BUTTE,MT,59701,USA,45.92976486,-112.5248604,GAS,GAS,FOSSIL
56609,DRY FORK STATION,CONVENTIONAL STEAM COAL,1837949,0,10032,INTERSTATE 90,GILLETTE,WY,82732,USA,44.38917408,-105.4603107,COAL,COAL/PET,FOSSIL
55200,ARAPAHOE COMBUSTION TURBINE PROJECT,NATURAL GAS FIRED COMBINED CYCLE,0,533819,0,2601 SOUTH PLATTE RIVER  ROAD,DENVER,CO,80223,USA,39.66901671,-105.0017921,GAS,GAS,FOSSIL
55207,VALMONT COMBUSTION TURBINE PROJECT,NATURAL GAS FIRED COMBUSTION TURBINE,0,0,0,1800 N 63RD,BOULDER,CO,80302,USA,40.0200914,-105.2009528,GAS,GAS,FOSSIL
3643,UPPER BEAVER,CONVENTIONAL HYDROELECTRIC,0,0,0,"HWY 153, 10 MI E OF BEAVER",BEAVER,UT,84713,USA,38.26827863,-112.4816131,HYDRO,HYDRO,HYDRO
10869,BIOMASS ONE LP,WOOD/WOOD WASTE BIOMASS,0,0,0,2350 AVENUE G,WHITE CITY,OR,97503,USA,42.43594028,-122.8500475,MSW,MSW,MSW
10140,BIRCH CREEK POWER,CONVENTIONAL HYDROELECTRIC,0,0,0,HIGHWAY 22,TERITON,ID,83450,USA,44.0275024,-112.719475,HYDRO,HYDRO,HYDRO
54860,BLACK CREEK,CONVENTIONAL HYDROELECTRIC,0,0,0,MILE 1 ROAD 32950,BELLEVUE,WA,98045,USA,47.53441205,-121.7026244,HYDRO,HYDRO,HYDRO
54514,BLIND CANYON HYDRO,CONVENTIONAL HYDROELECTRIC,0,0,0,1424 BOB BARTON ROAD,WENDELL,ID,83355,USA,42.69984,-114.8226,HYDRO,HYDRO,HYDRO
56498,MORA DROP HYDROELECTRIC PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,3100 SOUTH MCDERMETT ROAD,KUNA,ID,83634,USA,43.45987973,-116.4726004,HYDRO,HYDRO,HYDRO
10014,LUCKY PEAK POWER PLANT PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,9731 E HIGHWAY 21,BOISE,ID,83716,USA,43.52833293,-116.0587111,HYDRO,HYDRO,HYDRO
6506,MOYIE SPRINGS,CONVENTIONAL HYDROELECTRIC,0,0,0,OLD HIGHWAY 2,MOYIE SPRINGS,ID,83845,USA,48.73134859,-116.1766383,HYDRO,HYDRO,HYDRO
466,BOULDER CANYON HYDRO,CONVENTIONAL HYDROELECTRIC,0,0,0,37788 BOULDER CANYON DRIVE,BOULDER,CO,80306,USA,40.00588125,-105.3332833,HYDRO,HYDRO,HYDRO
54679,BOULDER CITY LAKEWOOD HYDRO,CONVENTIONAL HYDROELECTRIC,0,0,0,1094 BETASSO DRIVE,BOULDER,CO,80306,USA,40.01182197,-105.3347178,HYDRO,HYDRO,HYDRO
54680,BOULDER CITY BETASSO HYDRO PLANT,CONVENTIONAL HYDROELECTRIC,0,0,0,1094 BETASSO DRIVE,BOULDER,CO,80306,USA,40.0117259,-105.3350213,HYDRO,HYDRO,HYDRO
55931,BOULDER CITY SILVER LAKE HYDRO,CONVENTIONAL HYDROELECTRIC,0,0,0,35461 HIGHWAY 72,BOULDER,CO,80306,USA,39.99114766,-105.500023,HYDRO,HYDRO,HYDRO
3665,BOUNTIFUL CITY,NATURAL GAS FIRED COMBUSTION TURBINE; NATURAL GAS INTERNAL COMBUSTION ENGINE; PETROLEUM LIQUIDS,0,160535,0,253 SOUTH 200 W,BOUNTIFUL,UT,84010,USA,40.88668834,-111.8853195,GAS/PET,GAS,FOSSIL
4264,JOES VALLEY DAM,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,SANPETE,UT,84010,USA,39.28810872,-111.2678275,HYDRO,HYDRO,HYDRO
4263,ECHO DAM,CONVENTIONAL HYDROELECTRIC,0,0,0,3705 NORTH ECHO DAM ROAD,ECHO,UT,84024,USA,40.96488657,-111.4341057,HYDRO,HYDRO,HYDRO
7132,PINE VIEW DAM,CONVENTIONAL HYDROELECTRIC,0,0,0,902 OGDEN CANYON,OGDEN,UT,84401,USA,41.25458222,-111.8452805,HYDRO,HYDRO,HYDRO
56997,ARROWROCK HYDROELECTRIC PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,HWY 21 & ARROWROCK RD,BOISE,ID,83716,USA,43.59488034,-115.9234386,HYDRO,HYDRO,HYDRO
3666,BRIGHAM CITY,CONVENTIONAL HYDROELECTRIC,0,0,0,450 SOUTH 1500 EAST,BRIGHAM,UT,84302,USA,41.50161621,-111.9934724,HYDRO,HYDRO,HYDRO
57496,TIETON DAM HYDRO ELECTRIC PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,34582 HIGHWAY 12,RIMROCK,WA,98937,USA,46.65814034,-121.1284654,HYDRO,HYDRO,HYDRO
505,BOYSEN,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,THERMOPOLIS,WY,82649,USA,43.41791841,-108.1775731,HYDRO,HYDRO,HYDRO
512,BLUE MESA,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,GUNNISON,CO,81401,USA,38.45315,-107.3375122,HYDRO,HYDRO,HYDRO
514,MORROW POINT,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,MONTROSE,CO,81401,USA,38.45168252,-107.539308,HYDRO,HYDRO,HYDRO
513,ESTES,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,ESTES PARK,CO,80517,USA,40.37674566,-105.5097791,HYDRO,HYDRO,HYDRO
515,BIG THOMPSON,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,LOVELAND,CO,80538,USA,40.42093144,-105.2236921,HYDRO,HYDRO,HYDRO
516,GREEN MOUNTAIN,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,KREMMLING,CO,80459,USA,39.87879897,-106.3327207,HYDRO,HYDRO,HYDRO
517,MARYS LAKE,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,ESTES PARK,CO,80517,USA,40.34417443,-105.5345106,HYDRO,HYDRO,HYDRO
518,FLATIRON,CONVENTIONAL HYDROELECTRIC; HYDROELECTRIC PUMPED STORAGE,0,0,0,NOT AVAILABLE,LOVELAND,CO,80539,USA,40.36494501,-105.2358744,HYDRO,HYDRO,HYDRO
519,POLE HILL,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,LOVELAND,CO,80537,USA,40.36503663,-105.3251428,HYDRO,HYDRO,HYDRO
520,LOWER MOLINA,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,MOLINA,CO,81401,USA,39.19723242,-108.0485546,HYDRO,HYDRO,HYDRO
521,UPPER MOLINA,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,MOLINA,CO,81401,USA,39.14380431,-108.0047629,HYDRO,HYDRO,HYDRO
674,PILOT BUTTE,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,MORTON,WY,82644,USA,43.21905007,-108.7878005,HYDRO,HYDRO,HYDRO
850,PALISADES,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,PALISADES,ID,83428,USA,43.33486049,-111.205667,HYDRO,HYDRO,HYDRO
2203,HUNGRY HORSE,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,COLUMBIA FALLS,MT,59919,USA,48.34160252,-114.0142463,HYDRO,HYDRO,HYDRO
2204,YELLOWTAIL,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,HARDIN,MT,59034,USA,45.30724939,-107.9581432,HYDRO,HYDRO,HYDRO
4176,FREMONT CANYON,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,ALCOVA,WY,82620,USA,42.4765769,-106.7958784,HYDRO,HYDRO,HYDRO
4177,GLENDO,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,GLENDO,WY,82213,USA,42.46731007,-104.9556965,HYDRO,HYDRO,HYDRO
4178,GUERNSEY,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,GUERNSEY,WY,82214,USA,42.29034977,-104.7623256,HYDRO,HYDRO,HYDRO
4180,KORTES,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,SINCLAIR,WY,82334,USA,42.17437855,-106.880279,HYDRO,HYDRO,HYDRO
4182,SEMINOE,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,SINCLAIR,WY,82334,USA,42.15615378,-106.9084172,HYDRO,HYDRO,HYDRO
4183,SHOSHONE,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,CODY,WY,82414,USA,44.50285865,-109.1815878,HYDRO,HYDRO,HYDRO
4185,FONTENELLE,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,LE BARGE,WY,83101,USA,42.02698704,-110.0639871,HYDRO,HYDRO,HYDRO
6159,CRYSTAL,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,MONTROSE,CO,81401,USA,38.51058834,-107.6241817,HYDRO,HYDRO,HYDRO
6163,GRAND COULEE,CONVENTIONAL HYDROELECTRIC; HYDROELECTRIC PUMPED STORAGE,0,0,0,NOT AVAILABLE,GRAND COULEE,WA,99133,USA,47.95973258,-118.975205,HYDRO,HYDRO,HYDRO
6208,MOUNT ELBERT,HYDROELECTRIC PUMPED STORAGE,0,0,0,NOT AVAILABLE,TWIN LAKES,CO,80461,USA,39.0939346,-106.3522559,HYDRO,HYDRO,HYDRO
6395,ANDERSON RANCH,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,MOUNTAIN HOME,ID,83647,USA,43.35706372,-115.4514672,HYDRO,HYDRO,HYDRO
6396,BLACK CANYON,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,EMMET,ID,83617,USA,43.9304835,-116.4372991,HYDRO,HYDRO,HYDRO
6397,BOISE R DIVERSION,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,BOISE,ID,83706,USA,43.53763176,-116.0937469,HYDRO,HYDRO,HYDRO
6398,MINIDOKA,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,RUPERT,ID,83350,USA,42.66927808,-113.4855053,HYDRO,HYDRO,HYDRO
6400,CANYON FERRY,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,HELENA,MT,59601,USA,46.64897968,-111.7281442,HYDRO,HYDRO,HYDRO
6403,GREEN SPRINGS,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,COLUMBIA FALLS,OR,97520,USA,42.12113051,-122.547907,HYDRO,HYDRO,HYDRO
6404,DEER CREEK,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,HEBER,UT,84601,USA,40.40436317,-111.5285237,HYDRO,HYDRO,HYDRO
6405,FLAMING GORGE,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,DUTCH JOHN,UT,84023,USA,40.91467168,-109.4213287,HYDRO,HYDRO,HYDRO
6406,CHANDLER,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,BENTON CITY,WA,99320,USA,46.26689527,-119.5899004,HYDRO,HYDRO,HYDRO
6407,ROZA,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,YAKIMA,WA,98901,USA,46.61833962,-120.477796,HYDRO,HYDRO,HYDRO
6408,HEART MOUNTAIN,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,CODY,WY,82414,USA,44.51378341,-109.1296102,HYDRO,HYDRO,HYDRO
6409,ALCOVA,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,ALCOVA,WY,82620,USA,42.54840649,-106.717573,HYDRO,HYDRO,HYDRO
7317,BUFFALO BILL,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,CODY,WY,82414,USA,44.50825404,-109.1705581,HYDRO,HYDRO,HYDRO
7372,MCPHEE,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,CORTEZ,CO,81302,USA,37.51179839,-108.5891604,HYDRO,HYDRO,HYDRO
7373,TOWAOC,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,CORTEZ,CO,81302,USA,37.42953279,-108.5749458,HYDRO,HYDRO,HYDRO
7541,SPIRIT MOUNTAIN,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,CODY,WY,82414,USA,44.50697429,-109.1707029,HYDRO,HYDRO,HYDRO
54050,GLINES HYDROELECTRIC PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,"HWY 101, ELWHA RIVER AT MI. 12",PORT ANGELES,WA,98362,USA,48.00212763,-123.5999161,HYDRO,HYDRO,HYDRO
54051,ELWHA HYDROELECTRIC PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,"HWY 101, ELWA RIVER AT MI. 5",PORT ANGELES,WA,98362,USA,48.09772857,-123.3890763,HYDRO,HYDRO,HYDRO
55609,FOOTE CREEK III,ONSHORE WIND TURBINE,0,0,0,HC64 BOX 404,MCFADDEN,WY,82083,USA,41.66278348,-106.1860589,WIND,WIND,WIND
55608,FOOTE CREEK II,ONSHORE WIND TURBINE,0,0,0,HC 64 BOX 404,MCFADDEN,WY,82083,USA,41.65823897,-106.1894912,WIND,WIND,WIND
50980,SIPHON POWER PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,61545 BROOKSWOOD BLVD,BEND,OR,97702,USA,44.07577041,-121.305989,HYDRO,HYDRO,HYDRO
491,CENTER,PETROLEUM LIQUIDS,0,0,0,294 S WORTH STREET,CENTER,CO,81125,USA,37.75375142,-106.1047057,PET,PET,FOSSIL
57437,JUNIPER RIDGE HYDROELECTRIC PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,6455 N HIGHWAY 97,BEND,OR,97701,USA,44.1426633,-121.2698465,HYDRO,HYDRO,HYDRO
3878,YELM,CONVENTIONAL HYDROELECTRIC,0,0,0,14024 YELM HWY. S. E.,YELM,WA,98597,USA,46.97496345,-122.6356055,HYDRO,HYDRO,HYDRO
3883,ROCKY REACH,CONVENTIONAL HYDROELECTRIC,0,0,0,ROCKY REACH DAM,WENATCHEE,WA,98801,USA,47.53238754,-120.2976346,HYDRO,HYDRO,HYDRO
6200,ROCK ISLAND,CONVENTIONAL HYDROELECTRIC,0,0,0,ROCK ISLAND DAM,WENATCHEE,WA,98801,USA,47.34085387,-120.0944282,HYDRO,HYDRO,HYDRO
6424,CHELAN,CONVENTIONAL HYDROELECTRIC,0,0,0,CHELAN HYDRO,WENATCHEE,WA,98801,USA,47.80836696,-119.9867258,HYDRO,HYDRO,HYDRO
8021,DIESEL GENERATOR FARM,PETROLEUM LIQUIDS,0,0,0,NOT AVAILABLE,WENATCHEE,WA,98801,USA,47.42505655,-120.3294269,PET,PET,FOSSIL
10806,CRYSTAL SPRINGS,CONVENTIONAL HYDROELECTRIC,0,0,0,1985 EAST RIVER ROAD,FILER,ID,83328,USA,42.62251,-114.50093,HYDRO,HYDRO,HYDRO
7605,RIVER ROAD GEN PLANT,NATURAL GAS FIRED COMBINED CYCLE,0,9718161,0,5201 N W LOWER RIVER ROAD,VANCOUVER,WA,98660,USA,45.64996363,-122.72479,GAS,GAS,FOSSIL
54387,WEEKS FALLS,CONVENTIONAL HYDROELECTRIC,0,0,0,HIGHWAY I-90,NORTH BEND,WA,98045,USA,47.43239588,-121.6459697,HYDRO,HYDRO,HYDRO
50921,CO-GEN LLC,WOOD/WOOD WASTE BIOMASS,0,0,0,457 FRONT STREET,PRAIRIE CITY,OR,97869,USA,44.45890664,-118.7186835,MSW,MSW,MSW
50993,CO-GEN II LLC,WOOD/WOOD WASTE BIOMASS,0,0,0,1991 PRUNER ROAD,RIDDLE,OR,97469,USA,42.96852229,-123.3552319,MSW,MSW,MSW
493,GEORGE BIRDSALL,NATURAL GAS STEAM TURBINE,0,57693,72,213 NICHOLS BLVD.,COLORADO SPRINGS,CO,80907,USA,38.88146092,-104.8173162,GAS,GAS/PET,FOSSIL
494,MANITOU SPRINGS,CONVENTIONAL HYDROELECTRIC,0,0,0,540 RUXTON AVENUE,MANITOU SPRING,CO,80829,USA,38.85547196,-104.9330615,HYDRO,HYDRO,HYDRO
495,RUXTON PARK,CONVENTIONAL HYDROELECTRIC,0,0,0,100 KNULL DRIVE,MANITOU SPRING,CO,80829,USA,38.84134167,-104.9738471,HYDRO,HYDRO,HYDRO
7730,SECC,PETROLEUM LIQUIDS,0,0,0,215 NICHOLS BLVD.,COLORADO SPRINGS,CO,80907,USA,38.88140071,-104.8174178,PET,PET,FOSSIL
492,MARTIN DRAKE,CONVENTIONAL STEAM COAL,680416,73459,0,700 S CONEJOS ST,COLORADO SPRINGS,CO,80903,USA,38.8247018,-104.8325879,COAL,COAL/GAS,FOSSIL
7233,TESLA,CONVENTIONAL HYDROELECTRIC,0,0,0,690 W MONUMENT CREEK RD,COLORADO SPRINGS,CO,80840,USA,38.97378665,-104.9011755,HYDRO,HYDRO,HYDRO
55283,FRONT RANGE POWER PLANT,NATURAL GAS FIRED COMBINED CYCLE,0,15493665,0,6615 GENERATION DRIVE,FOUNTAIN,CO,80817,USA,38.62775663,-104.706749,GAS,GAS,FOSSIL
8219,RAY D NIXON,CONVENTIONAL STEAM COAL; NATURAL GAS FIRED COMBUSTION TURBINE,721745,21416,6119,6598 RAY NIXON RD,FOUNTAIN,CO,80817,USA,38.63343094,-104.7070955,GAS/COAL,COAL/GAS/PET,FOSSIL
10784,COLSTRIP ENERGY LP,CONVENTIONAL STEAM COAL,273359,0,331,18 SNIDER SUBDIVISION ROAD,COLSTRIP,MT,59323,USA,45.97515717,-106.6552782,COAL,COAL/PET,FOSSIL
54267,KOMA KULSHAN ASSOCIATES,CONVENTIONAL HYDROELECTRIC,0,0,0,44710 BAKER LAKE ROAD,CONCRETE,WA,98237,USA,48.68021071,-121.7233357,HYDRO,HYDRO,HYDRO
50630,COVANTA MARION INC,MUNICIPAL SOLID WASTE,0,17,0,4850 BROOLAKE ROAD NE,BROOKS,OR,97305,USA,45.04804471,-122.9629806,MSW,GAS,MSW
10422,WILLIAMS FORK HYDRO PLANT,CONVENTIONAL HYDROELECTRIC,0,0,0,1839 COUNTY RD 3008,PARSHALL,CO,80468,USA,40.03507501,-106.2053871,HYDRO,HYDRO,HYDRO
10421,DILLON HYDRO PLANT,CONVENTIONAL HYDROELECTRIC,0,0,0,858 OLD COLORADO HWY #9,SUMMIT,CO,80435,USA,39.62087408,-106.0662171,HYDRO,HYDRO,HYDRO
10423,NORTH FORK HYDRO PLANT,CONVENTIONAL HYDROELECTRIC,0,0,0,49548 U.S 285,GRANT,CO,80448,USA,39.46171482,-105.6770505,HYDRO,HYDRO,HYDRO
10424,GROSS HYDRO PLANT,CONVENTIONAL HYDROELECTRIC,0,0,0,3817 GROSS DAM ROAD,BOULDER,CO,80471,USA,39.94566486,-105.3565092,HYDRO,HYDRO,HYDRO
10081,STRONTIA SPRINGS HYDRO PLANT,CONVENTIONAL HYDROELECTRIC,0,0,0,4910 SOUTH PLATT RIVER RD,LITTLETON,CO,80125,USA,39.43266355,-105.1263884,HYDRO,HYDRO,HYDRO
54142,HILLCREST PUMP STATION,CONVENTIONAL HYDROELECTRIC,0,0,0,4200 SOUTH HAPPY CANYON RD,DENVER,CO,80237,USA,39.6419396,-104.9138915,HYDRO,HYDRO,HYDRO
10070,FOOTHILLS HYDRO PLANT,CONVENTIONAL HYDROELECTRIC,0,0,0,6730 N. RAMPART RANGE RD.,LITTLETON,CO,80125,USA,39.45888036,-105.0658618,HYDRO,HYDRO,HYDRO
50938,GALESVILLE PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,6404 UPPER COW CREEK ROAD,AZALEA,OR,97410,USA,42.84959194,-123.1790874,HYDRO,HYDRO,HYDRO
55278,BEAVER CREEK GAS PLANT,ALL OTHER; NATURAL GAS FIRED COMBUSTION TURBINE,0,410387,0,380 BEAVER CREEK ROAD,RIVERTON,WY,82501,USA,42.84715349,-108.3132511,GAS,GAS,FOSSIL
3886,WELLS,CONVENTIONAL HYDROELECTRIC,0,0,0,28905 HIGHWAY 97,PATEROS,WA,98846,USA,47.94703982,-119.8651966,HYDRO,HYDRO,HYDRO
54394,DRY CREEK PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,HIGHWAY 22,HOWE,ID,83244,USA,44.02774509,-112.7198209,HYDRO,HYDRO,HYDRO
55741,RIDGE CREST WIND PARTNERS,ONSHORE WIND TURBINE,0,0,0,502 MAIN STREET,PEETZ,CO,80747,USA,40.96142999,-103.1157648,WIND,WIND,WIND
57372,BELLEVUE SOLAR PROJECT,SOLAR PHOTOVOLTAIC,0,0,0,BELLEVUE HIGHWAY,AMNITY,OR,97101,USA,45.1123658,-123.2343938,SOLAR,SOLAR,SOLAR
57652,YAMHILL SOLAR LLC,SOLAR PHOTOVOLTAIC,0,0,0,NOT AVAILABLE,AMITY,OR,97101,USA,45.10843228,-123.2781902,SOLAR,SOLAR,SOLAR
925,HYDRO PLANT NO 3,CONVENTIONAL HYDROELECTRIC,0,0,0,4785 E 4800 N,EAST OF EPHRAIM,UT,84627,USA,39.34210208,-111.5462784,HYDRO,HYDRO,HYDRO
3068,LEABURG,CONVENTIONAL HYDROELECTRIC,0,0,0,42520 MCKENZIE HWY,SPRINGFIELD,OR,97477,USA,44.10114871,-122.6891205,HYDRO,HYDRO,HYDRO
7508,STONE CREEK,CONVENTIONAL HYDROELECTRIC,0,0,0,NOT AVAILABLE,ESTACADA,OR,97023,USA,45.10665869,-121.8180089,HYDRO,HYDRO,HYDRO
3067,CARMEN SMITH,CONVENTIONAL HYDROELECTRIC,0,0,0,59727 MCKENZIE HIGHWAY,MCKENZIE BRIDGE,OR,97413,USA,44.28597628,-122.0412409,HYDRO,HYDRO,HYDRO
55125,VANSYCLE,ONSHORE WIND TURBINE,0,0,0,365 TOUCHET GARDENA ROAD,TOUCHET,OR,97835,USA,45.93921897,-118.6651093,WIND,WIND,WIND
54249,SMITH FALLS HYDRO PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,HCR 60 BOX 251,PORTHILL,ID,83853,USA,48.95945493,-116.5574674,HYDRO,HYDRO,HYDRO
3071,WALTERVILLE,CONVENTIONAL HYDROELECTRIC,0,0,0,38655 CAMP CREEK RD,SPRINGFIELD,OR,97477,USA,44.06956314,-122.8350244,HYDRO,HYDRO,HYDRO
4204,ISLAND PARK,CONVENTIONAL HYDROELECTRIC,0,0,0,3800 E. & 3700 N. ISLAND PARK,ISLAND PARK,ID,83421,USA,44.4184881,-111.3969273,HYDRO,HYDRO,HYDRO
56893,CHESTER DIVERSION HYDROELECTRIC PROJECT,CONVENTIONAL HYDROELECTRIC,0,0,0,2875 EAST 930 NORTH,CHESTER,ID,83421,USA,44.01759149,-111.5832337,HYDRO,HYDRO,HYDRO
6359,FELT,CONVENTIONAL HYDROELECTRIC,0,0,0,1300 N.,FELT,ID,83424,USA,43.91346351,-111.2833765,HYDRO,HYDRO,HYDRO
10324,PETERS DRIVE PLANT,CONVENTIONAL HYDROELECTRIC,0,0,0,PETERS DRIVE,HOOD RIVER,OR,97031,USA,45.66765233,-121.5484369,HYDRO,HYDRO,HYDRO
10323,COPPER DAM PLANT,CONVENTIONAL HYDROELECTRIC,0,0,0,1900 COPPER DAM ROAD,HOOD RIVER,OR,97031,USA,45.66503867,-121.5236821,HYDRO,HYDRO,HYDRO
10325,MINK CREEK HYDRO,CONVENTIONAL HYDROELECTRIC,0,0,0,8600 EAST MINK CREEK ROAD,PRESTON,ID,83263,USA,42.26083792,-111.6655768,HYDRO,HYDRO,HYDRO
52187,FALLS CREEK,CONVENTIONAL HYDROELECTRIC,0,0,0,"HWY 20, MILE POST 49",CASCADIA,OR,97329,USA,44.37959352,-122.3509685,HYDRO,HYDRO,HYDRO
54674,FORD HYDRO LP,CONVENTIONAL HYDROELECTRIC,0,0,0,STATE HIGHWAY 11,WEIPPE,ID,83553,USA,46.37999822,-115.9483331,HYDRO,HYDRO,HYDRO
56312,SHUTE CREEK FACILITY,OTHER GASES,0,5286451,0,33 MILES NORTHEAST OF KEMMERER,KEMMERER,WY,83101,USA,41.88447487,-110.0900547,GAS,GAS,FOSSIL
55989,FPL ENERGY VANSYCLE LLC (OR),ONSHORE WIND TURBINE,0,0,0,356 TOUCHET GARDENA ROAD,TOUCHET,OR,97835,USA,45.98910254,-118.8006925,WIND,WIND,WIND
55560,FPL ENERGY VANSYCLE LLC (WA),ONSHORE WIND TURBINE,0,0,0,356 TOUCHET GARDENA ROAD,TOUCHET,WA,99360,USA,46.00658389,-118.8152144,WIND,WIND,WIND
55453,FOUNTAIN VALLEY POWER FACILITY,NATURAL GAS FIRED COMBUSTION TURBINE,0,1536518,0,18693 BOCA RATON HEIGHTS,FOUNTAIN,CO,80817,USA,38.5570539,-104.6872757,GAS,GAS,FOSSIL
10735,BARBER DAM,CONVENTIONAL HYDROELECTRIC,0,0,0,5455 WARM SPRINGS AVE,BOISE,ID,83712,USA,43.56094485,-116.1212447,HYDRO,HYDRO,HYDRO
3699,BOULDER,CONVENTIONAL HYDROELECTRIC,0,0,0,5701 NORTH HIGHWAY 12,BOULDER,UT,84716,USA,37.98594123,-111.4384423,HYDRO,HYDRO,HYDRO
54318,GENERAL CHEMICAL,CONVENTIONAL STEAM COAL,491428,1713373,109258,"20 MILES WEST OF GREEN RIVER,",GREEN RIVER,WY,82935,USA,41.59291496,-109.7536739,COAL,COAL/GAS/PET,FOSSIL
